title,bechdel,domgross,intgross
The Matrix,PASS,171479930,460279930
The Mummy,FAIL,155385488,416385488
The Sixth Sense,FAIL,293506292,672806292
The Talented Mr. Ripley,FAIL,81292135,128792135
Three to Tango,FAIL,10570375,10570375
Topsy-Turvy,PASS,6201757,6201757
Toy Story 2,FAIL,245852179,511358276
Virus,FAIL,14010690,30626690
Wild Wild West,FAIL,113805681,221229335
Wing Commander,FAIL,11578022,11578022
54,FAIL,16757163,16757163
A Bug&#39;s Life,PASS,162798565,363095319
American History X,FAIL,6719864,6719864
Armageddon,FAIL,201578182,554600000
Beloved,PASS,22852487,22852487
Blade,FAIL,70141876,131237688
Bride of Chucky,FAIL,32404188,50692188
Buffalo &#39;66,FAIL,2380606,2380606
Dark City,FAIL,14435076,27257061
Deep Impact,PASS,140464664,349464664
Disturbing Behavior,FAIL,17507368,17507368
Elizabeth,PASS,30082699,82150642
Enemy of the State,FAIL,111549836,250649836
Ever After,PASS,65705772,65705772
Fear and Loathing in Las Vegas,FAIL,10680275,13711903
Festen (The Celebration),FAIL,1647780,1647780
Get Real,FAIL,1152411,1152411
Godzilla,FAIL,136314294,376000000
Halloween H20: 20 Years Later,PASS,55041738,55041738
Happiness,PASS,2746453,5746453
Hope Floats,PASS,60110313,81529000
Little Voice,PASS,4595000,21787233
"Lock, Stock and Two Smoking Barrels",FAIL,3897569,28356188
Lost in Space,PASS,69117629,136047317
Mercury Rising,FAIL,32983332,32983332
Mulan,FAIL,120620254,303500000
Out of Sight,FAIL,37562568,77562568
Pi,FAIL,3221152,4678513
Practical Magic,PASS,46850558,68336997
Primary Colors,PASS,39017984,39017984
Quest for Camelot,PASS,22772500,38172500
Rounders,FAIL,22921898,22921898
Run Lola Run,FAIL,7267324,14533173
Rush Hour,PASS,141186864,245300000
Rushmore,FAIL,17105219,19080435
Safe Men,FAIL,21210,21210
Saving Private Ryan,FAIL,216335085,485035085
Shakespeare in Love,PASS,100317794,279500000
Six Days Seven Nights,FAIL,74339294,164800000
Sliding Doors,PASS,11911200,58809149
Slums of Beverly Hills,PASS,5502773,5502773
Small Soldiers,FAIL,55143823,71743823
Smoke Signals,PASS,6719300,7756617
Sphere,FAIL,37068294,50168294
Star Trek: Insurrection,PASS,70187658,117800000
Stepmom,PASS,91137662,159745279
The Avengers,PASS,23385416,48585416
The Big Lebowski,FAIL,17498804,46189568
The Faculty,FAIL,40283321,40283321
The Man in the Iron Mask,FAIL,56968169,56968169
The Mask of Zorro,FAIL,93828745,233700000
The Negotiator,FAIL,44705766,49105766
The Prince of Egypt,FAIL,101413188,218600000
The Proposition,FAIL,1903434,5313608
The Thin Red Line,FAIL,36400491,36400491
The Truman Show,FAIL,125618201,248400000
There&#39;s Something About Mary,PASS,176484651,360099999
Urban Legend,PASS,38116707,72571864
Vampires (John Carpenter&#39;s),FAIL,20268825,20268825
Velvet Goldmine,FAIL,1053788,4861972
Wild Things,FAIL,29795299,55576699
You&#39;ve Got Mail,PASS,115821495,250800000
A Simple Wish,PASS,8165213,8165213
Air Bud,FAIL,24646936,27788649
Air Force One,FAIL,172956409,315268353
Alien: Resurrection,PASS,47795018,160700000
Anastasia,PASS,58403409,139801410
As Good as It Gets,PASS,148478011,314111923
Austin Powers: International Man of Mystery,FAIL,53883989,67683989
Batman &amp; Robin,FAIL,107325195,238317814
Boogie Nights,FAIL,26410771,43111725
Cats Don&#39;t Dance,PASS,3588602,3588602
Chasing Amy,PASS,12006514,15155095
Cinderella,PASS,85000000,85000000
Clockwatchers,PASS,537948,539961
Con Air,FAIL,101117573,224117573
Conspiracy Theory,FAIL,76118990,142783718
Contact,PASS,100920329,165900000
Eve&#39;s Bayou,PASS,14843425,14843425
Event Horizon,PASS,26673242,26673242
Fever Pitch,PASS,42071069,50071069
Flubber,FAIL,92993801,177993801
G.I. Jane,PASS,48169156,48169156
Gattaca,FAIL,12532777,12532777
George of the Jungle,PASS,105263257,174463257
Good Will Hunting,FAIL,138433435,225933435
Grosse Pointe Blank,PASS,28084357,31070412
Hercules,PASS,99112101,250700000
I Know What You Did Last Summer,PASS,72250091,125250091
In the Company of Men,FAIL,2883661,2883661
Jackie Brown,PASS,39673162,74727492
Kiss the Girls,FAIL,60527873,60527873
L.A. Confidential,FAIL,64604977,110604977
Liar Liar,FAIL,181410615,302710615
Men in Black,FAIL,250690539,587790539
Mononoke-hime,PASS,2374107,150350000
Mortal Kombat: Annihilation,PASS,35927406,51327406
Must love Dogs,FAIL,43894863,58894863
My Best Friend&#39;s Wedding,FAIL,126813153,298923419
Orgazmo,FAIL,582024,627287
Scream 2,PASS,101363301,101363301
Selena,PASS,35450113,35450113
Smilla&#39;s Sense of Snow,PASS,2221994,2221994
Spawn,PASS,54979992,87949859
Starship Troopers,PASS,54768952,121100000
The Devil&#39;s Advocate,PASS,61007424,153007424
The Fifth Element,FAIL,63570862,263900000
The Game,FAIL,48265581,48265581
The Lost World: Jurassic Park,FAIL,229086679,786686679
The Peacemaker,FAIL,41263140,62967368
The Postman,FAIL,17650704,17650704
Titanic,PASS,658672302,2185672302
Volcano,PASS,47546796,120100000
August,FAIL,12636,12636
Bound,PASS,3802260,7011317
Broken Arrow,FAIL,70645997,148345997
Chain Reaction,FAIL,21226204,60209334
DragonHeart,FAIL,51364680,104364680
Emma,PASS,22231658,37831658
Escape from L.A.,FAIL,25426861,25426861
Eye for an Eye,PASS,26792700,26792700
Fargo,PASS,24567751,51204567
Freeway,PASS,295493,295493
From Dusk Till Dawn,FAIL,25728961,25728961
Hamlet,FAIL,1577287,2419669
Harriet the Spy,PASS,26570048,26570048
Independence Day,PASS,306169255,817400878
Jingle All the Way,FAIL,60592389,129832389
Kingpin,FAIL,25023424,32223424
Love and Other Catastrophes,PASS,212285,743216
Mars Attacks!,PASS,37771017,101371017
Mission: Impossible,FAIL,180981886,457697994
Romeo + Juliet,FAIL,46338728,147542381
Scream,PASS,103046663,173046663
Secrets &amp; Lies,PASS,13417292,13417292
Set It Off,PASS,36049108,36049108
Space Jam,FAIL,90463534,250200000
Spy Hard,FAIL,26936265,26936265
Star Trek: First Contact,PASS,92027888,150000000
Striptease,FAIL,33109743,113309743
That Thing You Do!,PASS,25857416,34557416
The Cable Guy,FAIL,60240295,102825796
The Craft,PASS,24769466,55669466
The English Patient,PASS,78716374,231716374
The Fan,FAIL,18582965,18582965
The First Wives Club,PASS,105489203,181489203
The Glimmer Man,FAIL,20404841,36404841
The Hunchback of Notre Dame,FAIL,100138851,325500000
The Long Kiss Goodnight,FAIL,33447612,33447612
The Mirror Has Two Faces,PASS,41267469,41267469
The Rock,FAIL,134069511,336069511
Trainspotting,FAIL,16501785,24000785
Twister,PASS,241888385,495900000
Walking and Talking,PASS,1287480,1615787
When the Cat&#39;s Away,PASS,1652472,2525984
Apollo 13,PASS,172070496,334100000
Assassins,FAIL,30306268,83306268
Batman Forever,FAIL,184031112,336529144
Before Sunrise,FAIL,5274005,5274005
Braveheart,FAIL,75545647,209000000
Casino,FAIL,42438300,110400000
Casper,PASS,100328194,282300000
Clueless,PASS,56598476,56598476
Congo,FAIL,81022333,152022333
Copycat,FAIL,32051917,32051917
Die Hard: With a Vengeance,FAIL,100012499,364480746
Four rooms,FAIL,4301000,4301000
Home for the holidays,PASS,17468887,22119269
Jumanji,PASS,100458310,262758310
Mallrats,FAIL,2108367,2108367
Mortal Kombat,FAIL,70433227,122133227
Outbreak,PASS,67823573,67823573
Pocahontas,PASS,141579773,347100000
Pride and Prejudice,PASS,38372662,120918508
Sabrina,PASS,53458319,87100000
Safe,PASS,17142080,41495213
Se7en,FAIL,100125643,328125643
Sense and Sensibility,PASS,42993774,134993774
Showgirls,PASS,20350754,37750754
Species,FAIL,60054449,113354449
Tank Girl,PASS,4064333,4064333
The American President,PASS,60022813,107822813
The Bridges of Madison County,PASS,71516617,175516617
The Incredibly True Adventures of Two Girls in Love,PASS,2210408,2477155
The Net,PASS,50621733,110521733
The Quick and the Dead,FAIL,18552460,18552460
The Usual Suspects,FAIL,23341568,34449356
Toy Story,FAIL,191780865,364530148
Twelve Monkeys,FAIL,57141459,168841459
Waterworld,FAIL,88246220,264246220
Welcome to the Dollhouse,PASS,4198137,5034794
Ace Ventura: Pet Detective,FAIL,72217396,107217396
Beverly Hills Cop III,FAIL,42586861,119180938
Clerks.,FAIL,3073428,3894240
Crooklyn,PASS,13024170,13024170
Dumb &amp; Dumber,FAIL,127175374,246400000
Ed Wood,PASS,5828466,5828466
Forrest Gump,FAIL,329694499,679400525
Legends of the Fall,PASS,66502573,160502573
Little Women,PASS,50003303,50003303
Naked Gun 33 1/3: The Final Insult,FAIL,51041856,51041856
Police Academy: Mission to Moscow,FAIL,126247,126247
Priest,PASS,29136626,84154026
Pulp Fiction,PASS,107928762,212928762
Speed,PASS,121248145,283200000
Stargate,FAIL,71565669,196565669
Street Fighter,PASS,33423000,99423000
The Client,PASS,92115211,117615211
The Hudsucker Proxy,FAIL,2816518,14938149
The Lion King,FAIL,422780140,952880140
The Mask,FAIL,119920129,351620129
The Santa Clause,FAIL,144833357,189800000
The Shadow,FAIL,31835600,31835600
The Shawshank Redemption,FAIL,28241469,28241469
The Specialist,FAIL,57362581,57362581
Timecop,FAIL,44853581,102053581
True Lies,FAIL,146282411,365300000
Cliffhanger,FAIL,84049211,255000000
Cool Runnings,FAIL,68856263,155056263
Dazed and Confused,PASS,7950889,7950889
Gettysburg,FAIL,10731997,10731997
Groundhog Day,FAIL,70906973,70906973
Hocus Pocus,PASS,39360491,39360491
Jurassic Park,PASS,395708305,1035626872
Mrs. Doubtfire,PASS,219195051,441286003
Pieces of April,PASS,2528664,3590570
Schindler&#39;s List,PASS,96067179,321365567
Super Mario Bros.,FAIL,20844907,20844907
The Age of Innocence,PASS,32014993,32014993
The Fugitive,FAIL,183875760,353715317
The Princess and the Cobbler,FAIL,669276,669276
The Remains of the Day,FAIL,22954968,63954968
Tombstone,PASS,56505065,56505065
A Few Good Men,FAIL,141340178,236500000
A League of Their Own,PASS,107533925,132440066
Aladdin,FAIL,217350219,504050219
Alien 3,FAIL,54927174,158500000
Army of Darkness,FAIL,11502976,21502976
Batman Returns,FAIL,162833635,266824291
Buffy the Vampire Slayer,PASS,14231669,14231669
Death Becomes Her,PASS,58422650,149022650
El Mariachi,FAIL,2040920,2041928
Glengarry Glen Ross,FAIL,10725228,10725228
Hero,FAIL,19487173,66787173
Home Alone 2: Lost in New York,FAIL,173585516,358994850
Malcolm X,FAIL,48169910,48169910
My Cousin Vinny,FAIL,52929168,52929168
Reservoir Dogs,FAIL,2832029,2832029
The Crying Game,FAIL,62546695,62546695
The Mighty Ducks,FAIL,50752337,50752337
The Muppet Christmas Carol,FAIL,27281507,27281507
The Player,PASS,21706101,28876702
Wayne&#39;s World,FAIL,121697323,183097323
Beauty and the Beast,PASS,218951625,451421625
Bill &amp; Ted&#39;s Bogus Journey,FAIL,37537675,37537675
Hook,FAIL,119654823,300854823
Hudson Hawk,PASS,17218916,17218916
Robin Hood: Prince of Thieves,FAIL,165493908,390500000
Slacker,PASS,1227508,1227508
Star Trek VI: The Undiscovered Country,FAIL,74888996,96900000
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,PASS,78656813,78656813
Terminator 2: Judgement Day,FAIL,204859496,516816151
The Addams Family,PASS,113502246,191502246
The Naked Gun 2 1/2: The Smell of Fear,FAIL,86930411,86930411
The Silence of the Lambs,PASS,130726716,275726716
White Fang,FAIL,34729091,34729091
Back to the Future Part III,FAIL,87666629,243700000
Child&#39;s Play 2,PASS,26904572,34166572
Dark Angel (I Come in Peace),FAIL,4372561,4372561
Die Hard 2,FAIL,117323878,239814025
Edward Scissorhands,PASS,53976987,53976987
Flatliners,PASS,61308153,61308153
Ghost,FAIL,217631306,517600000
Goodfellas,FAIL,46743809,46743809
Home Alone,FAIL,285761243,476684675
Nikita,PASS,5017971,5017971
Predator 2,FAIL,28317513,54768418
Pretty Woman,PASS,178406268,432645872
The Hunt for Red October,FAIL,120709866,200500000
Total Recall,FAIL,58877969,198615996
Tremors,PASS,16667084,16667084
Back to the Future Part II,PASS,118450002,332000000
Batman,FAIL,251188924,411348924
Bill &amp; Ted&#39;s Excellent Adventure,FAIL,40485039,40485039
Dead Poets Society,FAIL,95860116,239500000
Henry V,PASS,10161099,10161099
Indiana Jones and the Last Crusade,FAIL,197171806,474171806
Licence to Kill,FAIL,34667015,156167015
Major League,FAIL,49793054,49793054
Road House,FAIL,30050028,30050028
"Sex, Lies, and Videotape",FAIL,24741667,36741667
Star Trek V: The Final Frontier,FAIL,52210049,70200000
The Abyss,PASS,54243125,54243125
Troop Beverly Hills,PASS,7190505,7190505
UHF,FAIL,6157157,6157157
Action Jackson,FAIL,20257000,20257000
Akira,FAIL,19585,19585
Beetle Juice,PASS,73326666,73326666
Bloodsport,FAIL,11806119,11806119
Child&#39;s Play,PASS,33244684,44196684
Dangerous Liaisons,PASS,34700000,34700000
Die Hard,PASS,81350242,139109346
Midnight Run,FAIL,38413606,81613606
My Stepmother Is an Alien,PASS,13854000,13854000
Mystic Pizza,PASS,12793213,12793213
Poltergeist III,PASS,14114000,14114000
Rain Man,FAIL,172825435,412800000
Scrooged,PASS,60328558,60328558
The Land Before Time,PASS,48092846,81972846
The Last Temptation of Christ,FAIL,8373585,8373585
They Live,FAIL,13000000,13000000
Twins,FAIL,111936388,216600000
Who Framed Roger Rabbit,FAIL,154112492,351500000
Young Guns,FAIL,44726644,44726644
Beverly Hills Cop II,FAIL,153665036,276665036
Evil Dead II,FAIL,5923044,5923044
Fatal Attraction,FAIL,156645693,320100000
"Good Morning, Vietnam",FAIL,123922370,123922370
Hellraiser,PASS,14564000,14564000
Lethal Weapon,FAIL,65192350,120192350
Predator,FAIL,59735548,98267558
Radio Days,FAIL,14792779,14792779
RoboCop,FAIL,54764805,221577330
Spaceballs,FAIL,38119483,38119483
Superman IV: The Quest for Peace,PASS,11227824,11227824
The Last Emperor,FAIL,43984000,43984000
The Lost Boys,FAIL,32222567,32222567
The Princess Bride,FAIL,30857000,30857000
Aliens,PASS,85160248,183316455
Crocodile Dundee,FAIL,174803506,328000000
Highlander,PASS,5900000,12900000
Howard The Duck,FAIL,16295774,16295774
Little Shop of Horrors,FAIL,38747385,38747385
Peggy Sue Got Married,PASS,41382841,41382841
Platoon,FAIL,137963328,137963328
Stand By Me,FAIL,52287414,52287414
The Clan of the Cave Bear,PASS,1953732,1953732
Top Gun,FAIL,179800601,356800601
Back to the Future,FAIL,210609762,383874862
Brazil,PASS,9929135,9929135
Commando,FAIL,35073978,35073978
Day of the Dead,FAIL,#N/A,#N/A
Ladyhawke,FAIL,18400000,18400000
Legend,FAIL,15502112,15502112
My Beautiful Laundrette,FAIL,#N/A,#N/A
Red Sonja,PASS,6905861,6905861
Return to Oz,PASS,10618813,10618813
The Color Purple,PASS,93589701,93589701
A nightmare on Elm Street,FAIL,63075011,117729621
Amadeus,PASS,51973029,51973029
Beverly Hills Cop,FAIL,234760478,316300000
Body Double,FAIL,8801940,8801940
Conan the Destroyer,FAIL,26400000,26400000
Dune,FAIL,27447471,27447471
Friday the 13th Part IV: The Final Chapter,PASS,32980880,32980880
Ghostbusters,FAIL,238632124,291632124
Gremlins,FAIL,148168459,148168459
Indiana Jones and the Temple of Doom,FAIL,179880271,333080271
Police Academy,FAIL,81198894,81198894
Repo Man,FAIL,2300000,2300000
Splash,FAIL,62599495,62599495
Star Trek III: The Search for Spock,FAIL,76471046,87000000
The Karate Kid,PASS,176591618,359091618
The Terminator,FAIL,38019031,78019031
Flashdance,PASS,90463574,201463574
Star Wars: Episode VI - Return of the Jedi,FAIL,309205079,572700000
Superman III,PASS,59950623,59950623
Videodrome,FAIL,2120439,2120439
WarGames,FAIL,74433837,74433837
Blade Runner,FAIL,32656328,33139618
Cat People,PASS,7000000,21000000
Conan the Barbarian,FAIL,38264085,79114085
Diner,FAIL,12592907,12592907
E.T.: The Extra-Terrestrial,FAIL,435110554,792965326
Fast Times at Ridgemont High,FAIL,27092880,27092880
First Blood,FAIL,47212904,125212904
Friday the 13th Part III,FAIL,36690067,36690067
Poltergeist,PASS,74706019,121706019
Porky&#39;s,FAIL,109492484,109492484
Star Trek: The Wrath of Khan,FAIL,79912963,96800000
The Best Little Whorehouse in Texas,PASS,69701637,69701637
Tootsie,FAIL,177200000,177200000
TRON,FAIL,26918576,26918576
Das Boot,FAIL,11487676,84970337
Escape from New York,FAIL,25244700,25244700
Friday the 13th Part 2,FAIL,21722776,21722776
Halloween II,PASS,25533818,25533818
Heavy Metal,FAIL,19571091,19571091
History of the World: Part I,FAIL,31672000,31672000
Raiders of the Lost Ark,FAIL,248159971,389925971
The Evil Dead,FAIL,2400000,29400000
Time Bandits,FAIL,37400000,37400000
Airplane!,FAIL,83453539,83453539
Can&#39;t Stop the Music,PASS,2000000,2000000
Fame,PASS,22455510,77956957
Flash Gordon,FAIL,27107960,27107960
Friday the 13th,FAIL,65002019,91700771
Heaven&#39;s Gate,FAIL,3484331,3484331
Private Benjamin,PASS,69847348,69847348
Raging Bull,FAIL,23380203,23380203
Somewhere in Time,FAIL,9709597,9709597
Star Wars: Episode V - The Empire Strikes Back,FAIL,290271960,534171960
Superman II,FAIL,108185706,108185706
The Blues Brothers,FAIL,57229890,57229890
The Fog,PASS,29511112,37048526
The Shining,FAIL,44017374,44017374
Alien,PASS,80930630,203630630
Apocalypse Now,FAIL,78800000,78800000
Moonraker,FAIL,70300000,210300000
Star Trek: The Motion Picture,FAIL,82258456,139000000
The Amityville Horror,PASS,65233369,109175673
Animal House,FAIL,141600000,141600000
Dawn of the Dead,FAIL,58990765,103452875
Days of Heaven,PASS,3446749,3660880
Grease,PASS,181813770,387513770
Halloween,FAIL,58269151,77514401
I Spit on Your Grave,FAIL,93051,1278471
Superman,FAIL,134218018,300200000
The Deer Hunter,FAIL,50000000,50000000
A Bridge Too Far,FAIL,50800000,50800000
Annie Hall,PASS,38251425,38251425
Close Encounters of the Third Kind,FAIL,166000000,337700000
Eraserhead,FAIL,7000000,7000000
High Anxiety,FAIL,31063038,31063038
Julia,PASS,65108,1365108
Star Wars,FAIL,460998007,797900000
Assault on Precinct 13,FAIL,20040895,36040895
Family Plot,PASS,13200000,13200000
Logan&#39;s Run,FAIL,25000000,25000000
Network,PASS,23689877,23689877
Rocky,FAIL,117235147,225000000
Silent Movie,FAIL,36145695,36145695
Sparkle,PASS,24397469,24660323
Taxi Driver,FAIL,28262574,28262574
Barry Lyndon,FAIL,20000000,20000000
Jaws,FAIL,260000000,470700000
Monty Python and the Holy Grail,FAIL,3427696,5028948
One Flew Over the Cuckoo&#39;s Nest,FAIL,108981275,108981275
The Rocky Horror Picture Show,FAIL,139876417,139876417
Black Christmas,PASS,16235738,16235738
Blazing Saddles,FAIL,119500000,119500000
The Conversation,FAIL,4420000,4420000
The Godfather: Part II,PASS,57300000,57300000
The Texas Chain Saw Massacre,FAIL,26572439,26572439
The Towering Inferno,FAIL,26572439,26572439
Young Frankenstein,FAIL,86300000,86300000
American Graffiti,FAIL,115000000,140000000
High Plains Drifter,FAIL,15700000,15700000
Sleeper,FAIL,18344729,18344729
The Exorcist,PASS,204868002,402735134
The Sting,FAIL,159616327,159616327
1776,FAIL,#N/A,#N/A
Pink Flamingos,PASS,413802,413802
The Godfather,FAIL,134966411,268500000
Escape from the Planet of the Apes,FAIL,12300000,12300000
Shaft,FAIL,70327868,107190108
Straw Dogs,FAIL,10324441,11253821
The French Connection,FAIL,41158757,41158757
Willy Wonka &amp; the Chocolate Factory,FAIL,4000000,4000000
Beyond the Valley of the Dolls,PASS,9000000,9000000
