,title,budget,popularity,production_companies,release_date,revenue,runtime,status,tagline,vote_average,vote_count
12730,West of Zanzibar,259000,0.722511,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1928-11-24,921000.0,65.0,Released,,6.2,5.0
12732,The Unholy Three,103000,1.345287,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1925-09-16,704000.0,86.0,Released,,5.8,11.0
12734,London After Midnight,152000,0.377017,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1927-12-17,0.0,69.0,Released,Lon Chaney in a great Scotland Yard Mystery,5.8,8.0
12736,The Klansman,5000000,0.397297,"[{'name': 'Atlanta Productions', 'id': 8311}]",1974-10-25,0.0,112.0,Released,"Welcome to scenic Atoka County. Pop 10,000. Cross burnings. Rape. Murder. Arson. Its a great place to live… if THEY let you.",4.7,7.0
12744,The Wackness,6000000,5.598338,"[{'name': 'SBK Pictures', 'id': 11665}, {'name': 'Occupant Entertainment', 'id': 25838}]",2008-07-03,2899975.0,99.0,Released,,6.2,95.0
12755,Dante 01,8000000,2.351413,"[{'name': 'Eskwad', 'id': 616}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Wild Bunch', 'id': 856}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Région Ile-de-France', 'id': 11246}, {'name': 'Conseil Régional des Pays de la Loire', 'id': 37104}]",2008-01-02,0.0,82.0,Released,"In deep space, there is no rescue.",5.1,39.0
12768,Mamma Mia!,52000000,10.534437,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Internationale Filmproduktion Richter', 'id': 2655}, {'name': 'Playtone', 'id': 4171}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Littlestar', 'id': 34441}]",2008-07-03,609841637.0,108.0,Released,Take a trip down the aisle you'll never forget,6.4,1435.0
12770,Welcome to the Sticks,11000000,7.250134,"[{'name': 'Centre National de la Cinématographie', 'id': 310}, {'name': 'TF1 Films Productions', 'id': 356}, {'name': 'Pathé Renn Productions', 'id': 866}, {'name': 'Hirsch', 'id': 2355}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Région Nord-Pas-de-Calais', 'id': 11434}, {'name': 'Les Productions du Chicon', 'id': 11544}, {'name': 'Centre Régional des Ressources Audiovisuelles (CRRAV)', 'id': 11545}]",2008-01-09,53191886.0,106.0,Released,,6.7,638.0
12777,Dark Floors,4300000,2.889932,"[{'name': 'Yleisradio (YLE)', 'id': 5975}, {'name': 'Solar Films inc.', 'id': 6339}, {'name': 'Icelandic Filmcompany', 'id': 14988}, {'name': 'Kisi Production', 'id': 44603}]",2008-02-06,0.0,85.0,Released,,4.6,50.0
12787,Katyn,5200000,4.230046,"[{'name': 'Akson Studio', 'id': 10826}, {'name': 'TVP S.A.', 'id': 10827}, {'name': 'Polski Instytut Sztuki Filmowej', 'id': 11240}]",2007-09-21,14723313.0,118.0,Released,,6.7,50.0
12789,Journey to the Center of the Earth,45000000,10.419974,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Walden Media', 'id': 10221}]",2008-07-10,101702060.0,93.0,Released,Same Planet. Different World.,5.8,1353.0
12790,Meet Dave,60000000,11.542926,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Guy Walks into a Bar Productions', 'id': 2645}, {'name': 'Deep River Productions', 'id': 2646}, {'name': 'Friendly Films (II)', 'id': 81136}]",2008-07-08,50650079.0,90.0,Released,There's a Whole Other World Going on Inside of Him.,5.1,381.0
12793,Death Defying Acts,20000000,4.522772,"[{'name': 'BBC Films', 'id': 288}]",2007-09-13,8380329.0,97.0,Released,There is no escape.,5.5,59.0
12801,Next Door,2400000,6.619629,"[{'name': 'Columbia TriStar Nordisk Film Distributors A/S', 'id': 327}, {'name': 'TLA Releasing', 'id': 328}]",2005-03-10,0.0,75.0,Released,Some doors should never be opened.,6.6,42.0
12805,Death Note,20000000,9.570657,"[{'name': 'Warner Bros.', 'id': 6194}]",2006-06-17,27793200.0,126.0,Released,The battle of wits begins. Whose side are you on?,6.8,163.0
12810,Transsiberian,15000000,12.497651,"[{'name': 'Lietuvos Kinostudija', 'id': 2064}, {'name': 'Scout Productions', 'id': 2065}, {'name': 'Telecinco Cinema', 'id': 2674}, {'name': 'Castelao Producciones', 'id': 7956}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Future Films', 'id': 10843}, {'name': 'Filmax International', 'id': 12370}, {'name': 'Filmax Group', 'id': 12371}, {'name': 'Universum Film (UFA)', 'id': 12372}]",2008-01-18,5926410.0,111.0,Released,You can't escape your lies.,6.5,197.0
12811,Space Chimps,37000000,6.212702,"[{'name': 'Starz Media', 'id': 2659}, {'name': 'Starz Animation', 'id': 2885}, {'name': 'Odyssey Entertainment', 'id': 3539}, {'name': 'Studiopolis', 'id': 81138}, {'name': 'Vanguard Animation', 'id': 81139}]",2008-07-17,63800345.0,81.0,Released,"Houston, we have a problem!",5.1,102.0
12812,The Last Mistress,6500000,3.200289,"[{'name': 'CB Films', 'id': 243}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Burskin Film', 'id': 951}, {'name': 'Canal+', 'id': 5358}, {'name': 'TPS Star', 'id': 6586}, {'name': 'Flach Film', 'id': 8277}, {'name': 'Région Ile-de-France', 'id': 11246}, {'name': 'France 3 Cinema', 'id': 16804}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}]",2007-05-30,0.0,104.0,Released,,6.2,15.0
12814,Stargate: Continuum,7000000,7.627484,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Acme Shark', 'id': 19241}, {'name': 'Kawoosh! Productions DTV II', 'id': 57748}, {'name': 'MGM Global Holdings', 'id': 57749}]",2008-07-29,0.0,98.0,Released,History may never repeat itself again.,6.8,151.0
12815,Watchmen,130000000,16.551503,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DC Comics', 'id': 429}, {'name': 'Lawrence Gordon Productions', 'id': 840}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Cruel and Unusual Films', 'id': 78685}]",2009-03-05,185258983.0,163.0,Released,Justice is coming to all of us.  No matter what we do.,7.0,2892.0
12822,Watching the Detectives,2000000,3.155603,[],2007-05-01,0.0,90.0,Released,,6.6,17.0
12825,Felon,2900000,9.094276,"[{'name': 'Pantry Films', 'id': 3074}, {'name': 'Stage 6 Films', 'id': 11341}, {'name': 'Tooley Productions', 'id': 22539}]",2008-07-17,0.0,103.0,Released,No rule. No hope. No way out.,7.1,239.0
12826,Step Brothers,65000000,8.579638,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Mosaic Media Group', 'id': 748}, {'name': 'Gary Sanchez Productions', 'id': 4740}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Apatow Productions', 'id': 10105}]",2008-07-25,128107642.0,98.0,Released,They grow up so fast.,6.5,1084.0
12827,Brideshead Revisited,20000000,11.069679,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Ecosse Films', 'id': 1267}, {'name': 'HanWay Films', 'id': 2395}, {'name': 'UK Film Council', 'id': 2452}, {'name': '2 Entertain', 'id': 2689}, {'name': 'Zak Productions', 'id': 8881}, {'name': 'Brideshead Films', 'id': 11558}, {'name': 'Mestiere Cinema', 'id': 11559}]",2008-07-25,13204291.0,133.0,Released,Every temptation has its price.,6.2,55.0
12828,The X Files: I Want to Believe,30000000,9.863584,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Ten Thirteen Productions', 'id': 545}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Crying Box Productions', 'id': 52145}]",2008-07-24,68369434.0,104.0,Released,"To find the truth, you must believe.",5.5,534.0
12829,American Teen,5000000,1.106762,[],2008-07-25,0.0,95.0,Released,Remember high school? It's gotten worse.,6.5,16.0
12835,Hogfather,9364800,4.167059,"[{'name': 'The Mob', 'id': 3126}]",2006-12-18,0.0,185.0,Released,This holiday expect the unexpected,6.9,41.0
12838,Pathology,8000000,5.33161,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Camelot Pictures', 'id': 11728}]",2008-04-11,0.0,95.0,Released,No body is safe.,5.6,147.0
12840,The Tracey Fragments,700000,2.819298,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Shadow Shows', 'id': 12976}, {'name': 'Corvid Pictures', 'id': 64683}]",2007-02-08,31576.0,77.0,Released,Something's Missing...,5.9,36.0
12849,The Mummy: Tomb of the Dragon Emperor,145000000,14.250227,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'China Film Co-Production Corporation', 'id': 2269}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Alphaville Films', 'id': 11462}, {'name': 'Sommers Company, The', 'id': 19643}]",2008-07-01,401128639.0,112.0,Released,A New Evil Awakens.,5.2,1418.0
12850,Swing Vote,21000000,5.204249,"[{'name': 'Touchstone Pictures', 'id': 9195}]",2008-08-01,17600000.0,120.0,Released,One ordinary guy is giving the candidates a reason to run.,5.8,66.0
12851,The Midnight Meat Train,15000000,13.389735,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'GreeneStreet Films', 'id': 2152}, {'name': 'Midnight Picture Show', 'id': 22056}]",2008-08-07,3533227.0,98.0,Released,The most terrifying ride you'll ever take,6.0,294.0
12854,Bottle Shock,5000000,3.334353,"[{'name': 'Zininsa Film Production', 'id': 7653}, {'name': 'Intellectual Properties Worldwide', 'id': 18524}]",2008-08-06,4040588.0,110.0,Released,"Based on a true story of love, victory, and fermentation",6.6,60.0
12855,Vicky Cristina Barcelona,15000000,9.648539,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Gravier Productions', 'id': 1824}, {'name': 'Antena 3 Films', 'id': 6538}, {'name': 'Televisió de Catalunya (TV3)', 'id': 8530}, {'name': 'Antena 3 Televisión', 'id': 11737}, {'name': 'Mediapro', 'id': 12010}]",2008-08-15,96408652.0,96.0,Released,Life is the ultimate work of art,6.7,1050.0
12856,Batman: Gotham Knight,3500000,10.178874,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Warner Bros. Animation', 'id': 2785}, {'name': 'Madhouse', 'id': 4288}, {'name': 'Bee Train', 'id': 4289}]",2008-07-03,0.0,75.0,Released,Get Ready... to Rage Against Evil.,6.7,171.0
12858,Eve and the Fire Horse,1500000,0.079412,"[{'name': 'Golden Horse Productions', 'id': 90012}]",2005-09-09,0.0,92.0,Released,,7.0,2.0
12860,A Moment to Remember,4200000,5.216663,"[{'name': 'CJ Entertainment', 'id': 7036}]",2004-11-05,0.0,144.0,Released,"Everything passes away, but I wish I could remember my love forever.",7.6,75.0
12861,Year of the Gun,1182273,1.74562,"[{'name': 'J&M Entertainment', 'id': 12474}, {'name': 'Shomedia', 'id': 13603}]",1991-09-10,0.0,111.0,Released,,4.2,9.0
12863,The Walker,10000000,12.717598,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Kintop Pictures', 'id': 1490}, {'name': 'Isle of Man Film', 'id': 2268}, {'name': 'the walk', 'id': 29507}, {'name': 'Paul Schrader Productions', 'id': 29508}]",2007-02-13,0.0,108.0,Released,Everyone loves a good scandal,5.0,26.0
12866,Pineapple Express,27000000,8.461369,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Apatow Productions', 'id': 10105}]",2008-08-06,101624843.0,111.0,Released,Put this in your pipe and smoke it.,6.6,1169.0
12867,Red Cliff,80341000,11.867516,"[{'name': 'Metropolitan Filmexport', 'id': 656}, {'name': 'Lion Rock Productions', 'id': 2812}, {'name': 'Showbox', 'id': 3491}]",2008-07-10,127814609.0,150.0,Released,The future will be decided.,7.1,207.0
12873,The Sisterhood of the Traveling Pants 2,27000000,4.631978,[],2008-08-06,44352417.0,117.0,Released,Some friends just fit together.,6.1,244.0
12875,Elegy,13000000,6.829658,"[{'name': 'Lakeshore Entertainment', 'id': 126}]",2008-08-08,14894347.0,112.0,Released,,6.4,73.0
12876,The Good Humor Man,1000000,0.336161,"[{'name': 'ShowTime', 'id': 6964}]",2008-02-19,0.0,112.0,Released,Cliques don't mix in '76.,7.0,2.0
12883,Tropic Thunder,92000000,8.980941,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Goldcrest Pictures', 'id': 11843}, {'name': 'Red Hour Films', 'id': 12178}, {'name': 'Internationale Filmproduktion Stella-del-Sud Second', 'id': 12379}]",2008-08-09,188072649.0,107.0,Released,The movie they think they're making... isn't a movie anymore.,6.5,1707.0
12885,Star Wars: The Clone Wars,8500000,8.524857,"[{'name': 'Lucasfilm', 'id': 1}]",2008-08-05,68282844.0,98.0,Released,,5.8,434.0
12888,Mutant Chronicles,8000000,6.603748,"[{'name': 'Isle of Man Film', 'id': 2268}, {'name': 'Edward R. Pressman Film', 'id': 6455}, {'name': 'Paradox Entertainment', 'id': 6819}, {'name': 'First Foot Films', 'id': 22110}]",2008-08-07,2033165.0,111.0,Released,Welcome to the 23rd century.  The new dark ages.,5.1,142.0
12890,Waltz with Bashir,2000000,7.636625,"[{'name': ""Les Films d'Ici"", 'id': 1848}, {'name': 'Bridgit Folman Film Gang', 'id': 17931}, {'name': 'Razor Film Produktion', 'id': 17932}]",2008-06-25,11125849.0,90.0,Released,,7.8,294.0
12891,Let the Right One In,4000000,7.274237,"[{'name': 'EFTI', 'id': 3576}]",2008-01-26,10785801.0,115.0,Released,Eli is 12 years old. She’s been 12 for over 200 years and she just moved in next door.,7.5,997.0
12893,Death Race,45000000,13.53003,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'Impact Pictures', 'id': 248}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Scion Films', 'id': 7419}, {'name': 'H2S2 Filmproduktionsgesellschaft', 'id': 28121}]",2008-08-22,73762516.0,105.0,Released,Get ready for a killer race.,6.0,1205.0
12894,The House Bunny,25000000,9.920106,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Alta Loma Entertainment', 'id': 15636}]",2008-08-22,70442940.0,97.0,Released,"For the girls of ZETA house college life was no party, until Shelley showed up.",5.6,548.0
12896,The Rocker,15000000,9.469873,"[{'name': 'Fox Atomic', 'id': 2890}]",2008-08-20,8762890.0,102.0,Released,Opportunity rocks.,5.6,159.0
12898,Mirrors,35000000,8.612618,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Castel Film Romania', 'id': 1370}, {'name': 'ASAF', 'id': 3273}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Luna Pictures', 'id': 15361}]",2008-08-15,72436439.0,110.0,Released,There is evil...On the other side.,6.0,494.0
12900,Fly Me to the Moon,25000000,4.729184,"[{'name': 'uFilm', 'id': 8676}, {'name': 'nWave Pictures', 'id': 10159}, {'name': 'Illuminata Pictures', 'id': 10160}]",2008-08-15,0.0,84.0,Released,First ever animated movie created for 3D,4.4,46.0
12904,Sukiyaki Western Django,3800000,9.239882,"[{'name': 'Sony Music Entertainment Japan', 'id': 648}, {'name': 'Dentsu Inc.', 'id': 1778}]",2007-09-15,2725258.0,121.0,Released,,6.3,79.0
12910,Burn After Reading,37000000,13.206799,"[{'name': 'Mike Zoss Productions', 'id': 2092}, {'name': 'Studio Canal', 'id': 5870}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Working Title Films', 'id': 10163}]",2008-09-05,163720069.0,96.0,Released,Intelligence is relative.,6.5,1251.0
12911,Disaster Movie,25000000,11.634132,"[{'name': 'Grosvenor Park Media Ltd.', 'id': 2053}, {'name': 'LionsGate', 'id': 7571}, {'name': '3 in the Box', 'id': 19248}]",2008-08-29,14109284.0,87.0,Released,Your favorite movies are going to be destroyed.,3.1,250.0
12912,Babylon A.D.,70000000,9.273808,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'M6 Films', 'id': 1115}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Babylon', 'id': 11259}, {'name': 'Babylon Films Limited', 'id': 11260}, {'name': 'M6', 'id': 11261}, {'name': 'MNP Entreprise', 'id': 20240}]",2008-08-20,72108608.0,101.0,Released,Kill or be Killed.,5.4,687.0
12913,Traitor,22000000,7.859606,"[{'name': 'Hyde Park Films', 'id': 1172}, {'name': 'Crescendo Productions', 'id': 3314}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'Overture Films', 'id': 12807}]",2008-08-23,23530831.0,114.0,Released,The truth is complicated.,6.6,210.0
12914,College,7000000,10.36168,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",2008-08-28,6230276.0,94.0,Released,,4.8,48.0
12916,The Women,16000000,6.62363,"[{'name': 'New Line Cinema', 'id': 12}]",2008-09-12,50007546.0,114.0,Released,,4.6,96.0
12920,The Mother of Tears,3500000,34.145916,"[{'name': 'Myriad Pictures', 'id': 738}, {'name': 'Opera Film Produzione', 'id': 1549}, {'name': 'Medusa Film', 'id': 6246}, {'name': 'Sky Cinema', 'id': 21649}, {'name': 'Film Commission Torino-Piemonte', 'id': 26261}]",2007-09-06,54947.0,102.0,Released,What you see does not exist. What you cannot see is truth.,4.1,135.0
12921,The Spirit,60000000,5.762005,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Odd Lot Entertainment', 'id': 3263}, {'name': 'Media Magik Entertainment', 'id': 5627}, {'name': 'Dark Lot Entertainment', 'id': 7375}, {'name': 'Continental Entertainment Group (CEG)', 'id': 7376}]",2008-12-25,39031337.0,103.0,Released,I'm gonna kill you all kinds of dead.,4.7,323.0
12925,The Burning Plain,20000000,7.02914,"[{'name': '2929 Productions', 'id': 846}, {'name': 'Costa Films', 'id': 10187}, {'name': 'Parkes+MacDonald Image Nation', 'id': 49325}]",2008-07-11,0.0,111.0,Released,Their passion has marked them for life,6.6,104.0
12927,Bangkok Dangerous,45000000,6.576009,"[{'name': 'Virtual Studios', 'id': 449}, {'name': 'Initial Entertainment Group', 'id': 704}, {'name': 'Saturn Films', 'id': 831}, {'name': 'International Production Company', 'id': 1507}, {'name': 'Blue Star Pictures', 'id': 2779}, {'name': 'Living Films', 'id': 2877}, {'name': 'Bangkok Dangerous', 'id': 2878}]",2008-08-21,42487390.0,99.0,Released,There's only one way out.,5.0,336.0
12928,Everybody Wants to Be Italian,1100000,0.5455,"[{'name': 'Asgaard Entertainment', 'id': 2714}]",2007-09-18,0.0,105.0,Released,,5.5,7.0
12932,Flash Point,8000000,7.039209,"[{'name': 'Mandarin Films Distribution Co.', 'id': 4054}]",2007-07-26,0.0,88.0,Released,They made it personal... He'll make them pay.,6.8,70.0
12934,The Subtenant,1300000,1.063304,"[{'name': 'Porkkana Ryhmä', 'id': 4104}, {'name': 'Solar Films inc.', 'id': 6339}]",2008-09-12,0.0,104.0,Released,,5.0,11.0
12941,The Foot Fist Way,79000,2.066141,"[{'name': 'Gary Sanchez Productions', 'id': 4740}]",2006-06-24,245000.0,85.0,Released,,6.0,35.0
12942,Altered,8000000,4.370963,"[{'name': 'Rogue Pictures', 'id': 134}, {'name': 'Haxan Entertainment', 'id': 1191}]",2006-01-01,0.0,88.0,Released,They will find you.,5.0,61.0
12944,Righteous Kill,60000000,7.094624,"[{'name': 'Grosvenor Park Media Ltd.', 'id': 2053}, {'name': 'InVenture Entertainment', 'id': 2831}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Nu-Image Films', 'id': 21543}]",2008-09-11,73174566.0,101.0,Released,Most people respect the badge. Everybody respects the gun.,5.9,382.0
12945,Lakeview Terrace,20000000,13.857624,"[{'name': 'Screen Gems', 'id': 3287}, {'name': 'Overbrook Entertainment', 'id': 12485}]",2008-09-19,27640028.0,110.0,Released,What Could Be Safer Than Living Next to a Cop?,5.9,294.0
12946,To Rob a Thief,4002313,1.02071,"[{'name': 'Narrow Bridge Films', 'id': 6535}]",2007-08-31,6.0,98.0,Released,,6.0,4.0
12960,100 Feet,10000000,5.325375,"[{'name': 'Blue Rider Pictures', 'id': 2623}, {'name': '100 Feet Productions', 'id': 2881}, {'name': 'Laurinfilm', 'id': 7733}, {'name': 'New Deal Studios', 'id': 24445}, {'name': 'Film Visions Funding', 'id': 24446}, {'name': 'Grand Illusions Entertainment', 'id': 24447}]",2008-07-22,0.0,105.0,Released,Her husband is dead and he's taking the news badly...,5.6,96.0
12961,Boot Camp,14000000,4.432452,"[{'name': 'CD Films', 'id': 7408}, {'name': 'Edgey Productions', 'id': 7409}]",2008-02-07,0.0,99.0,Released,Every year troubled teens are sent away to change their lives. On this island they must fight to save them.,6.1,66.0
12965,Appaloosa,20000000,12.392754,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Groundswell Productions', 'id': 4205}, {'name': 'Axon Films', 'id': 21106}]",2008-09-12,20211394.0,115.0,Released,Feelings get you killed.,6.3,305.0
12966,Miracle at St. Anna,45000000,11.221186,"[{'name': 'Rai Cinema', 'id': 2683}, {'name': '40 Acres & A Mule Filmworks', 'id': 4319}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'On My Own', 'id': 20341}]",2008-09-15,9323833.0,160.0,Released,,6.3,90.0
12975,Eagle Eye,80000000,14.324875,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'K/O Paper Products', 'id': 7296}, {'name': 'Goldcrest Pictures', 'id': 11843}, {'name': 'KMP Film Invest', 'id': 20157}]",2008-09-25,178066569.0,118.0,Released,Don't walk. Run.,6.3,1038.0
12976,How to Lose Friends & Alienate People,27000000,11.981531,"[{'name': 'UK Film Council', 'id': 2452}, {'name': 'Intandem Films', 'id': 2731}, {'name': 'Aramid Entertainment Fund', 'id': 3272}, {'name': 'Film4', 'id': 9349}, {'name': 'Lipsync Productions', 'id': 9987}, {'name': 'Number 9 Films', 'id': 11752}]",2008-10-02,17286299.0,110.0,Released,"He's across the pond, and out of his depth.",6.2,247.0
12977,Six Shooter,200000,2.737149,[],2004-01-01,0.0,27.0,Released,A black and bloody Irish comedy,7.5,42.0
12980,Nick and Norah's Infinite Playlist,9000000,12.992176,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Mandate Pictures', 'id': 771}, {'name': 'Depth of Field', 'id': 1473}, {'name': 'Screen Gems', 'id': 3287}]",2008-10-03,32973937.0,89.0,Released,Every night has a soundtrack.,6.4,387.0
12983,Martyrs,6500000,7.716326,"[{'name': 'Eskwad', 'id': 616}, {'name': 'Wild Bunch', 'id': 856}, {'name': 'TCB Films', 'id': 2578}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Canal Horizons', 'id': 22029}]",2008-09-03,0.0,99.0,Released,They did not finish to be alive...,7.3,581.0
12987,Red,2500000,3.520622,"[{'name': 'Billy Goat Pictures', 'id': 22856}, {'name': 'Tenk', 'id': 22857}]",2008-10-07,0.0,90.0,Released,They should have told the truth.,6.9,51.0
12995,Alone in the Dark 2,4600000,8.238787,"[{'name': 'HJB Filmproduktion', 'id': 23462}]",2008-09-01,0.0,88.0,Released,Evil Returns,3.1,23.0
12996,"The Tulse Luper Suitcases, Part 1: The Moab Story",10000000,0.524432,[],2003-05-24,25800.0,127.0,Released,,7.8,5.0
13000,Body of Lies,70000000,12.886125,"[{'name': 'Scott Free Productions', 'id': 1645}, {'name': 'De Line Pictures', 'id': 2609}, {'name': 'Warner Bros.', 'id': 6194}]",2008-10-10,113280098.0,128.0,Released,Trust no one. Deceive everyone.,6.5,919.0
13001,City of Ember,55000000,8.061467,"[{'name': 'Playtone', 'id': 4171}, {'name': 'Walden Media', 'id': 10221}]",2008-10-07,17869048.0,90.0,Released,Escape is the only option,6.2,614.0
13003,"20,000 Leagues Under the Sea",200000,0.917777,"[{'name': 'The Universal Film Mfg. Co.', 'id': 5679}]",1916-12-24,8000000.0,105.0,Released,The First Submarine Photoplay Ever Filmed,6.0,7.0
13006,Max Payne,35000000,10.08043,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Firm Films', 'id': 1838}, {'name': 'Collision Entertainment', 'id': 2179}, {'name': 'Abandon Entertainment', 'id': 2724}, {'name': 'Foxtor Productions', 'id': 2725}, {'name': 'Depth Entertainment', 'id': 11995}]",2008-10-15,85416905.0,100.0,Released,When a Man Has Lost Everything. He Only has Revenge,5.2,625.0
13008,Zack and Miri Make a Porno,24000000,6.449332,"[{'name': 'Blue Askew', 'id': 2599}, {'name': 'View Askew Productions', 'id': 16934}]",2008-09-18,42105111.0,102.0,Released,What would you do to get out of debt?,6.1,734.0
13009,W.,25100000,8.937049,"[{'name': 'Ixtlan Productions', 'id': 525}, {'name': 'Emperor Motion Pictures', 'id': 2726}, {'name': 'Global Entertainment Group', 'id': 2727}]",2008-10-17,29506464.0,131.0,Released,A life misunderestimated.,6.0,144.0
13010,My Best Friend's Girl,20000000,14.114136,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'New Wave Entertainment', 'id': 2953}, {'name': 'Management 360', 'id': 4220}, {'name': 'Terra Firma Films', 'id': 7948}, {'name': 'Superfinger Entertainment', 'id': 12020}]",2008-09-19,36620508.0,101.0,Released,It's funny what love can make you do...,5.4,223.0
13013,"Synecdoche, New York",21000000,6.295807,"[{'name': 'Likely Story', 'id': 1785}]",2008-10-24,0.0,124.0,Released,,7.4,286.0
13016,The Secret Life of Bees,11000000,6.390463,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Overbrook Entertainment', 'id': 12485}]",2008-09-17,38105395.0,114.0,Released,"Bring Your Girlfriends, Sisters, Mothers and Daughters.",7.4,159.0
13018,An American Carol,20000000,2.151159,"[{'name': 'Mpower Pictures', 'id': 5294}]",2008-10-03,7000000.0,83.0,Released,Laugh like you're country depends on it.,4.1,20.0
13020,The Wave,7500000,6.010332,"[{'name': 'Constantin Film Produktion', 'id': 5755}]",2008-03-11,19000000.0,107.0,Released,Evil is something that you learn,7.5,870.0
13025,"Angus, Thongs and Perfect Snogging",1,8.896155,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Nickelodeon Movies', 'id': 2348}, {'name': 'Stella-del-Süd', 'id': 2718}]",2008-07-25,0.0,100.0,Released,"Georgia Nicholson is not mental, but her life is.",6.4,231.0
13028,The Flight Before Christmas,6100000,2.481381,"[{'name': 'A. Film', 'id': 3922}]",2008-09-22,0.0,80.0,Released,An All-New Holiday Movie About Santa And His Little Helpers,5.4,28.0
13029,Quarantine,12000000,6.140116,"[{'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Screen Gems', 'id': 3287}, {'name': 'Andale Pictures', 'id': 22791}]",2008-10-10,40855419.0,89.0,Released,Contain The Truth.,5.6,343.0
13034,Pride and Glory,30000000,5.844016,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Solaris Film', 'id': 1001}, {'name': 'Avery Pix', 'id': 1565}, {'name': ""O'Connor Brothers"", 'id': 12066}, {'name': 'Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG', 'id': 12067}]",2008-09-09,31148328.0,130.0,Released,Truth. Honor. Loyalty. Family. What are you willing to sacrifice?,6.3,243.0
